Id,SalePrice
1770,245899.1259613407
2143,154818.13379643013
1229,219269.69530481927
511,258343.42100728478
46,224481.93783448104
1348,211851.58191896885
2465,184171.42772428738
387,211584.3591675315
873,236599.77051877585
1918,144276.69058782593
2764,231597.2205741638
2184,136515.75636389334
934,162217.8745292504
1920,145761.71887265187
2631,156179.19915334636
1768,350530.38472553494
2040,114836.78784658344
1749,209139.11222412548
834,205045.48544089077
1457,219588.4652024172
79,126097.54973063536
2302,118953.39684340001
1817,159907.34306171382
2755,225730.73500525518
359,181615.30801146355
2059,109113.86186638277
2092,244694.91239905785
2516,219712.92208423413
150,103475.96824695436
1656,160333.88294017516
83,134039.97958092348
2411,189184.00079140384
795,111393.09417418847
2312,196861.79176568738
2917,123868.37101578302
1624,180239.93312030355
2215,221624.97566119593
1211,145011.62811696273
1485,183885.2437377462
1024,187337.16342047436
570,196034.40229216398
2874,139641.58476862428
700,191464.97992519024
2756,197347.31719656909
2022,232352.61412518803
583,225884.62318904913
2392,329612.2596001683
2424,178522.29018353287
212,116528.2066340729
736,150144.23729093847
1610,169165.77831969963
890,144487.30063450892
467,183229.98291647076
578,193454.16783207472
1747,198342.76605989045
1149,166723.4933540327
2758,217548.53736692865
857,161247.48000372964
2219,220742.08965621385
733,112475.7875725261
2909,106340.4452173421
1798,237300.72488144744
235,160720.6866417544
2366,150660.83977828763
1027,131993.51145656983
1195,145866.57194709327
1303,83049.25410278427
148,218551.4565771367
608,163295.04472049096
2515,211210.11720393688
821,262542.6308718895
2500,210793.28318509873
745,126356.29100870108
741,148267.3693311992
1611,111795.11984309946
2532,136705.2145577705
1081,223534.9281080263
1692,347313.3575987101
2520,210059.5818426933
276,133492.2900279914
1992,182676.9655668851
663,119126.2048679754
418,124790.2651093322
1733,180047.89869600427
2359,162105.19943861323
253,195920.06855092084
1518,163748.02257979813
2035,142098.9512689416
2919,74062.85463755364
1540,208185.56505565208
2120,146716.79882836214
1674,183474.96883592414
256,152072.0105365395
2361,102984.60666682011
978,86515.20576557891
2280,135091.74502018932
2095,227751.91837858706
1709,301448.3317027817
2801,225113.640494225
1246,135636.84704611948
2373,132551.61014307884
1055,270972.27325359266
2017,165565.93800638855
1099,247177.39718665543
1344,93175.44514274836
835,161157.1594450395
1117,196992.8318231962
2043,116125.1886925766
2085,153479.83810305607
410,145610.32962681248
2650,190906.00498161954
2867,175552.6376999695
1668,115437.00598423158
1161,179471.51154957208
2122,187112.83162505185
2539,162732.76331925226
1047,145891.74317613436
1445,139780.96817205622
541,151102.05550349978
569,201004.8291921834
1276,91432.82913071624
918,179445.00194020054
326,162866.82010205317
1936,124649.36034327307
895,101679.86167362671
257,145784.27733636205
1241,196123.02242509098
1545,107364.09009196356
1189,179989.76476664186
270,157850.3369749653
2066,219987.54323315018
693,165076.54933129548
1259,223505.64477737685
2916,158802.93403600235
2321,249790.5827949212
1977,151055.12928788053
1895,164727.5244908879
1240,186757.86652071986
85,161238.2923913971
1823,124640.31273942735
825,273762.34616128646
110,220883.93790965105
697,173411.41787913704
2297,139522.61646936167
1231,140512.73612040863
1355,153102.0776735639
968,345748.745285759
584,226674.76709783555
1315,181247.58465090545
1606,144963.1502328618
206,106211.46626155473
1685,308496.5326192094
2016,160326.44504614396
869,188069.09761839133
2135,113581.0164093511
2346,172162.69536211767
2430,212908.2200781839
2198,87730.98583058821
2652,187540.88547480662
27,112357.95088021005
241,171379.67488993407
906,135081.8157321167
1506,162919.61898081301
2098,298599.55419605854
1435,213127.15262003196
2213,135616.4947117225
1274,173696.47016792835
743,32528.25312678222
1737,196550.54250425633
2797,256548.62565291818
2185,81658.99335416236
58,177676.3096659916
830,215453.95523135443
808,116709.65835393293
680,151772.37275295367
1153,139360.1308905123
1291,209993.66364138815
1818,194710.39544637705
2161,185395.10618466986
1883,134669.563666198
350,293931.18534949544
2473,159279.3589370718
295,177528.33964780046
293,215336.14430500788
859,146000.7380506192
288,136377.22002208844
1578,191510.5761130493
102,200400.2507181972
2831,166329.80694331144
1030,156760.15585036116
2551,159306.20062601598
1286,213136.5777503301
958,296119.2963977799
776,130878.84861352865
72,226636.17979249283
2263,248206.1580772408
1866,178814.05422446993
2876,64279.45032578513
2146,226185.637197821
103,191761.34993602338
1500,150937.32471246578
492,174002.59968117406
167,135979.81302253844
2597,172884.96195539774
2685,111343.79349091637
1035,156139.58773934457
1220,73819.33829337198
2602,207975.8565564212
2159,203874.45355173366
695,223837.9185112348
1109,224187.35778587026
640,199772.8662849376
1652,162968.43768751295
2090,203622.1605797569
1188,189532.08044991415
2345,235708.99290347123
1059,328528.9416532301
2751,207234.8790468627
128,215345.47912608815
1523,231652.55628183344
2925,169055.30985664314
2145,270839.61185509467
1121,205797.63169612992
566,238034.88854765953
565,212425.0865440626
1331,160796.9443646718
2928,126147.05363139501
156,165815.53621074988
797,180912.95753441754
327,85590.93125724717
2859,160690.50220972038
1453,114227.96762797247
1762,279115.18913818884
1868,222660.7765009261
1760,166914.95447083513
1113,228655.2117285617
1812,184353.1077463477
117,170168.36381659235
1142,210173.92153067663
2342,325780.35384572507
927,156158.00176187558
2478,169647.76901844758
655,129430.4349214863
2064,149235.04846207373
369,234882.11498209406
2239,93241.19666042984
2732,200450.79711637023
1653,168490.51346364405
959,204967.06235658517
2395,316221.54313047626
1412,135606.12680791377
271,241123.45301702849
1484,165175.97249909368
1497,165465.84550749187
552,173305.794186132
2,142936.1767052068
1855,280323.23525139724
4,249311.04172385915
2292,159450.0262776104
134,137788.14951906967
646,104226.16091223586
42,304933.5027310847
532,217720.44558244522
713,123529.85634744799
2561,141314.80642967948
2360,130995.66318507913
1333,170961.52228040487
1407,213891.02020121
2892,309332.9693483329
574,234709.48566180063
1227,206153.44325331494
2591,212900.37432130956
1476,222843.01460987475
1125,245090.92242253083
1446,162645.83423849015
408,153827.62157464356
1101,244351.19896652794
2251,193814.4585729049
373,181593.25841271828
2554,133480.981310258
2382,247389.84714744042
1985,145612.90957061457
519,226459.58973138267
1093,184401.2951881451
864,233609.58946299631
2889,161191.92638228592
2308,189636.9237476304
986,153842.54588771
1302,187276.23853784797
585,146712.32191226332
2708,143600.3946484446
147,132129.75599992435
1441,223492.68153717802
383,208794.92903170522
285,163801.5663963467
181,172286.64549981378
358,180160.9370139201
780,187514.23677422167
258,187400.81432734485
1865,224644.16113087386
692,163155.76619928726
2902,313869.3208815597
508,247135.73578740726
2638,195234.7840076492
36,153788.2629014581
611,168220.33867145053
2281,120751.4106818578
1678,161496.53273566178
1696,359069.35265635664
1557,76620.90778710556
2180,161278.64421677386
1726,231439.1346588453
951,158884.0789078972
267,218228.08109027328
2706,133448.3286332924
2221,229786.21572042705
1357,226171.95518507785
2901,305481.0960562761
347,177938.2424070805
2164,199886.11016969662
1586,312968.8070995154
360,161568.4584083259
1769,223132.8459567994
2617,191113.47179110523
1879,156811.99674430265
991,201033.5579489742
1535,140958.6939902947
1191,187482.67054388794
1579,213446.3030751183
1882,145220.44723623747
1510,167623.9014299153
2196,175367.6105610549
1845,187572.52715841707
2336,288336.05862832523
942,93587.48381656637
861,146426.75466421305
2555,154721.3097460777
1392,193043.03188329496
2099,242563.61283294804
1543,140618.54587527376
948,253255.272315251
1239,187444.87732568593
22,206838.331141959
2796,232748.48039519793
2747,203969.91657127603
92,250698.53870532056
210,179774.34799374468
1858,217166.58643648808
2228,133785.4377367013
447,226019.0658820142
827,246310.02017598465
1649,243470.49881426053
682,123294.253292588
2698,96718.28347050372
494,167797.99267602278
214,118766.31176232405
2441,206318.06230991948
2679,142396.55503372455
1336,133432.2475001057
465,191428.672950937
1524,157947.4970735383
2543,124339.2014879101
631,166847.9339250421
2452,260829.1817331912
228,163292.31915574282
126,174061.95131605119
1092,226902.06540585097
1122,196016.26881355236
932,197213.39713778038
1980,133556.1402325991
2171,120811.25713447854
551,153368.58357577273
2768,175422.04863483505
2056,113149.44416937866
1159,304015.42094534414
2645,175215.72861414336
1174,193622.67028262565
2266,253746.64844150614
2462,317525.70466174895
1219,161790.43864558774
2922,181425.59404697362
118,141272.03578336159
474,172862.4846641468
2576,163872.85692787694
872,259531.84379595573
1077,232145.02383241922
1536,153654.80912656157
1150,166296.23975152837
2341,289084.3938866547
1931,162904.87322673225
2785,143595.52934898695
2538,129119.0928878235
597,205561.76490885115
464,203199.15110354626
233,201223.536409082
2169,134985.64058306481
2123,177536.95367030718
1867,172559.32385136155
137,247505.01076256525
515,209996.80473971495
933,127326.89749689816
2784,167481.77519259398
972,156596.35090147867
599,186639.3832212646
2614,136118.23266440752
2582,162308.59514348095
1409,214214.50454699097
175,140289.58319727008
352,201089.14526976188
976,116123.93558007214
2134,195121.51378396328
984,111851.41394333066
2396,318219.32922716695
1673,156895.10428209827
404,139777.90550398338
607,198885.6769945126
814,209417.3355722364
868,187980.3200988966
2271,231746.3737893781
1633,217323.96772748488
337,180281.41090389612
2765,172917.3542692099
1746,228104.74983702082
368,277178.8482633729
2806,213710.90212083905
1662,196436.77738183722
1234,213198.94783506918
1373,137762.07128378435
1672,109729.05424108086
1939,143052.08658442544
